ANNO,CODICE_ATENEO,NOME_ATENEO,CITTA ,LATITUDINE (°) ,LATITUDINE (') ,LATITUDINE ('') ,LONGITUDINE (°) ,LONGITUDINE ('),LONGITUDINE (''),Sesso,LAUREATI
2011,5001,Pisa,Pisa,43,42,51,10,24,1,F,3516
2011,5201,Siena,Siena,43,19,11,11,19,59,F,2041
2011,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,F,118
2011,5401,Perugia,Perugia,43,6,49,12,23,23,F,3026
2011,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,F,236
2011,5601,Tuscia,Viterbo,42,25,5,12,6,24,F,688
2011,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,F,12742
2011,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,F,3089
2011,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,F,1069
2011,5805,Roma LUISS,Roma ,41,54,27,12,29,24,F,1090
2011,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,F,86
2011,5807,Roma Tre,Roma ,41,54,27,12,29,24,F,3198
2011,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,F,132
2011,5809,Roma UNINT,Roma ,41,54,27,12,29,24,F,222
2011,5810,Roma Marconi,Roma ,41,54,27,12,29,24,F,402
2011,5811,Roma UNITELMA,Roma ,41,54,27,12,29,24,F,99
2011,5812,Roma Europea,Roma ,41,54,27,12,29,24,F,112
2011,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,F,44
2011,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,F,12
2011,5815,Roma UNICUSANO,Roma ,41,54,27,12,29,24,F,482
2011,6001,Cassino,Cassino,41,29,38,13,49,44,F,894
2011,6201,Sannio,Benevento ,41,7,55,14,46,40,F,406
2011,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,F,35
2011,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,F,6949
2011,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,F,951
2011,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,F,1445
2011,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,F,1575
2011,6306,Napoli II,Napoli ,40,51,14,14,15,2,F,2547
2011,6307,Napoli Pegaso,Napoli ,40,51,14,14,15,2,F,506
2011,6501,Salerno,Salerno,40,40,52,14,45,40,F,2752
2011,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,F,2022
2011,6701,Teramo,Teramo,42,39,30,13,42,26,F,491
2011,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,F,3577
2011,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,F,38
2011,7001,Molise,Campobasso,41,33,36,14,39,37,F,1052
2011,7101,Foggia,Foggia,41,27,54,15,32,42,F,980
2011,7201,Bari,Bari,41,7,45,16,52,11,F,5186
2011,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,F,464
2011,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,F,85
2011,7501,Salento,Lecce,40,21,10,18,10,27,F,2843
2011,7601,Basilicata,Potenza,40,38,20,15,48,12,F,574
2011,7801,Calabria,Rende,39,20,0,16,10,56,F,2982
2011,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,F,988
2011,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,F,546
2011,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,F,23
2011,8201,Palermo,Palermo,38,7,0,13,21,43,F,5118
2011,8301,Messina,Messina,38,11,36,15,33,14,F,3006
2011,8601,Enna - KORE,Enna ,37,34,4,14,16,33,F,586
2011,8701,Catania,Catania,37,30,21,15,5,15,F,4483
2011,9001,Sassari,Sassari,40,43,45,8,33,38,F,1499
2011,9201,Cagliari,Cagliari,39,13,7,9,7,4,F,2850
2012,101,Torino,Torino,45,3,58,7,40,56,F,7127
2012,101,Torino,Torino,45,3,58,7,40,56,M,3856
2012,102,Torino Politecnico,Torino ,45,3,58,7,40,56,F,1647
2012,102,Torino Politecnico,Torino ,45,3,58,7,40,56,M,3680
2012,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,F,913
2012,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,M,502
2012,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,F,26
2012,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,M,28
2012,701,Aosta,Aosta,45,44,18,7,19,14,F,115
2012,701,Aosta,Aosta,45,44,18,7,19,14,M,42
2012,1001,Genova,Genova,44,24,17,8,56,8,F,3659
2012,1001,Genova,Genova,44,24,17,8,56,8,M,2483
2012,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,F,162
2012,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,M,356
2012,1202,Insubria,Como,45,48,25,9,5,17,F,1014
2012,1202,Insubria,Como,45,48,25,9,5,17,M,665
2012,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,F,209
2012,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,M,318
2012,1501,Milano,Milano,45,27,57,9,11,24,F,6355
2012,1501,Milano,Milano,45,27,57,9,11,24,M,3800
2012,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,F,3353
2012,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,M,5602
2012,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,F,2079
2012,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,M,2180
2012,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,F,6245
2012,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,M,2876
2012,1505,Milano IULM,Milano ,45,27,57,9,11,24,F,791
2012,1505,Milano IULM,Milano ,45,27,57,9,11,24,M,266
2012,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,F,371
2012,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,M,162
2012,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,F,3502
2012,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,M,1881
2012,1601,Bergamo,Bergamo,45,42,1,9,40,8,F,1622
2012,1601,Bergamo,Bergamo,45,42,1,9,40,8,M,916
2012,1701,Brescia,Brescia,45,32,27,10,13,14,F,1180
2012,1701,Brescia,Brescia,45,32,27,10,13,14,M,1235
2012,1801,Pavia,Pavia,45,11,13,9,9,17,F,2320
2012,1801,Pavia,Pavia,45,11,13,9,9,17,M,1774
2012,2101,Bolzano,Bolzano,46,29,56,11,21,15,F,492
2012,2101,Bolzano,Bolzano,46,29,56,11,21,15,M,150
2012,2201,Trento,Trento,46,4,7,11,7,22,F,1523
2012,2201,Trento,Trento,46,4,7,11,7,22,M,1392
2012,2301,Verona,Verona,45,26,40,10,59,56,F,2972
2012,2301,Verona,Verona,45,26,40,10,59,56,M,1381
2012,2701,Venezia CÃ  Foscari,Venezia ,45,26,17,12,19,39,F,2555
2012,2701,Venezia CÃ  Foscari,Venezia ,45,26,17,12,19,39,M,1220
2012,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,F,917
2012,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,M,855
2012,2801,Padova,Padova,45,24,33,11,52,23,F,6945
2012,2801,Padova,Padova,45,24,33,11,52,23,M,4876
2012,3001,Udine,Udine,46,3,57,13,14,15,F,1659
2012,3001,Udine,Udine,46,3,57,13,14,15,M,1267
2012,3201,Trieste,Trieste,45,38,58,13,46,20,F,2110
2012,3201,Trieste,Trieste,45,38,58,13,46,20,M,1354
2012,3401,Parma,Parma,44,48,6,10,19,44,F,2986
2012,3401,Parma,Parma,44,48,6,10,19,44,M,2185
2012,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,F,2006
2012,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,M,1457
2012,3701,Bologna,Bologna,44,29,44,11,20,48,F,8972
2012,3701,Bologna,Bologna,44,29,44,11,20,48,M,6214
2012,3801,Ferrara,Ferrara,44,50,31,11,37,0,F,1422
2012,3801,Ferrara,Ferrara,44,50,31,11,37,0,M,1055
2012,4101,Urbino,Urbino,43,43,36,12,38,11,F,1784
2012,4101,Urbino,Urbino,43,43,36,12,38,11,M,838
2012,4201,Marche,Ancona,43,37,15,13,30,51,F,1488
2012,4201,Marche,Ancona,43,37,15,13,30,51,M,1676
2012,4301,Macerata,Macerata,43,18,6,13,27,6,F,1318
2012,4301,Macerata,Macerata,43,18,6,13,27,6,M,439
2012,4302,Camerino,Camerino,43,8,13,13,4,9,F,571
2012,4302,Camerino,Camerino,43,8,13,13,4,9,M,547
2012,4801,Firenze,Firenze,43,46,28,11,15,29,F,5363
2012,4801,Firenze,Firenze,43,46,28,11,15,29,M,3781
2012,5001,Pisa,Pisa,43,42,51,10,24,1,F,3480
2012,5001,Pisa,Pisa,43,42,51,10,24,1,M,3193
2012,5201,Siena,Siena,43,19,11,11,19,59,F,1937
2012,5201,Siena,Siena,43,19,11,11,19,59,M,1179
2012,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,F,91
2012,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,M,10
2012,5401,Perugia,Perugia,43,6,49,12,23,23,F,2774
2012,5401,Perugia,Perugia,43,6,49,12,23,23,M,1887
2012,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,F,208
2012,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,M,138
2012,5601,Tuscia,Viterbo,42,25,5,12,6,24,F,657
2012,5601,Tuscia,Viterbo,42,25,5,12,6,24,M,1017
2012,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,F,12155
2012,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,M,7350
2012,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,F,2913
2012,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,M,2332
2012,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,F,972
2012,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,M,403
2012,5805,Roma LUISS,Roma ,41,54,27,12,29,24,F,1077
2012,5805,Roma LUISS,Roma ,41,54,27,12,29,24,M,1048
2012,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,F,135
2012,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,M,217
2012,5807,Roma Tre,Roma ,41,54,27,12,29,24,F,3336
2012,5807,Roma Tre,Roma ,41,54,27,12,29,24,M,2157
2012,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,F,187
2012,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,M,118
2012,5809,Roma UNINT,Roma ,41,54,27,12,29,24,F,240
2012,5809,Roma UNINT,Roma ,41,54,27,12,29,24,M,108
2012,5810,Roma Marconi,Roma ,41,54,27,12,29,24,F,465
2012,5810,Roma Marconi,Roma ,41,54,27,12,29,24,M,934
2012,5811,Roma UNITELMA,Roma ,41,54,27,12,29,24,F,95
2012,5811,Roma UNITELMA,Roma ,41,54,27,12,29,24,M,149
2012,5812,Roma Europea,Roma ,41,54,27,12,29,24,F,106
2012,5812,Roma Europea,Roma ,41,54,27,12,29,24,M,59
2012,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,F,74
2012,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,M,83
2012,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,F,7
2012,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,M,10
2012,5815,Roma UNICUSANO,Roma ,41,54,27,12,29,24,F,558
2012,5815,Roma UNICUSANO,Roma ,41,54,27,12,29,24,M,1024
2012,5816,Roma San Raffaele,Roma ,41,54,27,12,29,24,F,2
2012,5816,Roma San Raffaele,Roma ,41,54,27,12,29,24,M,3
2012,6001,Cassino,Cassino,41,29,38,13,49,44,F,953
2012,6001,Cassino,Cassino,41,29,38,13,49,44,M,632
2012,6201,Sannio,Benevento ,41,7,55,14,46,40,F,451
2012,6201,Sannio,Benevento ,41,7,55,14,46,40,M,400
2012,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,F,30
2012,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,M,77
2012,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,F,7243
2012,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,M,5512
2012,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,F,909
2012,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,M,1105
2012,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,F,1386
2012,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,M,348
2012,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,F,1615
2012,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,M,287
2012,6306,Napoli Vanvitelli,Napoli ,40,51,14,14,15,2,F,2752
2012,6306,Napoli Vanvitelli,Napoli ,40,51,14,14,15,2,M,1756
2012,6501,Salerno,Salerno,40,40,52,14,45,40,F,2826
2012,6501,Salerno,Salerno,40,40,52,14,45,40,M,1668
2012,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,F,1770
2012,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,M,1384
2012,6701,Teramo,Teramo,42,39,30,13,42,26,F,542
2012,6701,Teramo,Teramo,42,39,30,13,42,26,M,440
2012,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,F,3567
2012,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,M,1580
2012,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,F,36
2012,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,M,23
2012,7001,Molise,Campobasso,41,33,36,14,39,37,F,752
2012,7001,Molise,Campobasso,41,33,36,14,39,37,M,467
2012,7101,Foggia,Foggia,41,27,54,15,32,42,F,896
2012,7101,Foggia,Foggia,41,27,54,15,32,42,M,498
2012,7201,Bari,Bari,41,7,45,16,52,11,F,5361
2012,7201,Bari,Bari,41,7,45,16,52,11,M,2480
2012,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,F,520
2012,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,M,1099
2012,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,F,100
2012,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,M,117
2012,7501,Salento,Lecce,40,21,10,18,10,27,F,2691
2012,7501,Salento,Lecce,40,21,10,18,10,27,M,1123
2012,7601,Basilicata,Potenza,40,38,20,15,48,12,F,568
2012,7601,Basilicata,Potenza,40,38,20,15,48,12,M,343
2012,7801,Calabria,Rende,39,20,0,16,10,56,F,2924
2012,7801,Calabria,Rende,39,20,0,16,10,56,M,1792
2012,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,F,833
2012,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,M,455
2012,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,F,464
2012,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,M,514
2012,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,F,51
2012,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,M,16
2012,8201,Palermo,Palermo,38,7,0,13,21,43,F,4766
2012,8201,Palermo,Palermo,38,7,0,13,21,43,M,2914
2012,8301,Messina,Messina,38,11,36,15,33,14,F,3095
2012,8301,Messina,Messina,38,11,36,15,33,14,M,1702
2012,8601,Enna - KORE,Enna ,37,34,4,14,16,33,F,668
2012,8601,Enna - KORE,Enna ,37,34,4,14,16,33,M,289
2012,8701,Catania,Catania,37,30,21,15,5,15,F,4782
2012,8701,Catania,Catania,37,30,21,15,5,15,M,2892
2012,9001,Sassari,Sassari,40,43,45,8,33,38,F,1491
2012,9001,Sassari,Sassari,40,43,45,8,33,38,M,712
2012,9201,Cagliari,Cagliari,39,13,7,9,7,4,F,3117
2012,9201,Cagliari,Cagliari,39,13,7,9,7,4,M,1693
2013,101,Torino,Torino,45,3,58,7,40,56,F,7062
2013,101,Torino,Torino,45,3,58,7,40,56,M,4317
2013,102,Torino Politecnico,Torino ,45,3,58,7,40,56,F,1779
2013,102,Torino Politecnico,Torino ,45,3,58,7,40,56,M,3661
2013,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,F,1061
2013,201,Piemonte Orientale,Vercelli,45,19,33,8,25,21,M,618
2013,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,F,49
2013,401,Bra - Scienze Gastronomiche,Bra,44,41,55,7,51,23,M,33
2013,701,Aosta,Aosta,45,44,18,7,19,14,F,172
2013,701,Aosta,Aosta,45,44,18,7,19,14,M,52
2013,1001,Genova,Genova,44,24,17,8,56,8,F,3696
2013,1001,Genova,Genova,44,24,17,8,56,8,M,2579
2013,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,F,161
2013,1201,Castellanza LIUC,Castellanza ,45,36,46,8,54,3,M,369
2013,1202,Insubria,Como,45,48,25,9,5,17,F,927
2013,1202,Insubria,Como,45,48,25,9,5,17,M,654
2013,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,F,315
2013,1301,Novedrate e-Campus,Napoli ,40,51,14,14,15,2,M,366
2013,1501,Milano,Milano,45,27,57,9,11,24,F,6489
2013,1501,Milano,Milano,45,27,57,9,11,24,M,3966
2013,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,F,3595
2013,1502,Milano Politecnico,Milano ,45,27,57,9,11,24,M,6009
2013,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,F,2031
2013,1503,Milano Bocconi,Milano ,45,27,57,9,11,24,M,2167
2013,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,F,6423
2013,1504,Milano Cattolica,Milano ,45,27,57,9,11,24,M,3097
2013,1505,Milano IULM,Milano ,45,27,57,9,11,24,F,717
2013,1505,Milano IULM,Milano ,45,27,57,9,11,24,M,262
2013,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,F,316
2013,1508,Milano San Raffaele,Milano ,45,27,57,9,11,24,M,158
2013,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,F,3848
2013,1509,Milano Bicocca,Milano ,45,27,57,9,11,24,M,2017
2013,1601,Bergamo,Bergamo,45,42,1,9,40,8,F,1740
2013,1601,Bergamo,Bergamo,45,42,1,9,40,8,M,938
2013,1701,Brescia,Brescia,45,32,27,10,13,14,F,1166
2013,1701,Brescia,Brescia,45,32,27,10,13,14,M,1182
2013,1801,Pavia,Pavia,45,11,13,9,9,17,F,2544
2013,1801,Pavia,Pavia,45,11,13,9,9,17,M,1830
2013,2101,Bolzano,Bolzano,46,29,56,11,21,15,F,531
2013,2101,Bolzano,Bolzano,46,29,56,11,21,15,M,180
2013,2201,Trento,Trento,46,4,7,11,7,22,F,1692
2013,2201,Trento,Trento,46,4,7,11,7,22,M,1536
2013,2301,Verona,Verona,45,26,40,10,59,56,F,2964
2013,2301,Verona,Verona,45,26,40,10,59,56,M,1369
2013,2701,Venezia CÃ  Foscari,Venezia ,45,26,17,12,19,39,F,2857
2013,2701,Venezia CÃ  Foscari,Venezia ,45,26,17,12,19,39,M,1326
2013,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,F,843
2013,2702,Venezia Iuav,Venezia ,45,26,17,12,19,39,M,810
2013,2801,Padova,Padova,45,24,33,11,52,23,F,6889
2013,2801,Padova,Padova,45,24,33,11,52,23,M,4854
2013,3001,Udine,Udine,46,3,57,13,14,15,F,1756
2013,3001,Udine,Udine,46,3,57,13,14,15,M,1234
2013,3201,Trieste,Trieste,45,38,58,13,46,20,F,1994
2013,3201,Trieste,Trieste,45,38,58,13,46,20,M,1273
2013,3401,Parma,Parma,44,48,6,10,19,44,F,3088
2013,3401,Parma,Parma,44,48,6,10,19,44,M,2256
2013,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,F,2090
2013,3601,Modena e Reggio Emilia,Modena ,44,38,53,10,55,29,M,1527
2013,3701,Bologna,Bologna,44,29,44,11,20,48,F,9444
2013,3701,Bologna,Bologna,44,29,44,11,20,48,M,6403
2013,3801,Ferrara,Ferrara,44,50,31,11,37,0,F,1752
2013,3801,Ferrara,Ferrara,44,50,31,11,37,0,M,1198
2013,4101,Urbino,Urbino,43,43,36,12,38,11,F,1661
2013,4101,Urbino,Urbino,43,43,36,12,38,11,M,879
2013,4201,Marche,Ancona,43,37,15,13,30,51,F,1462
2013,4201,Marche,Ancona,43,37,15,13,30,51,M,1578
2013,4301,Macerata,Macerata,43,18,6,13,27,6,F,1346
2013,4301,Macerata,Macerata,43,18,6,13,27,6,M,423
2013,4302,Camerino,Camerino,43,8,13,13,4,9,F,522
2013,4302,Camerino,Camerino,43,8,13,13,4,9,M,516
2013,4801,Firenze,Firenze,43,46,28,11,15,29,F,5173
2013,4801,Firenze,Firenze,43,46,28,11,15,29,M,3077
2013,5001,Pisa,Pisa,43,42,51,10,24,1,F,3561
2013,5001,Pisa,Pisa,43,42,51,10,24,1,M,3201
2013,5201,Siena,Siena,43,19,11,11,19,59,F,1981
2013,5201,Siena,Siena,43,19,11,11,19,59,M,1269
2013,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,F,112
2013,5202,Siena Stranieri,Siena ,43,19,11,11,19,59,M,14
2013,5401,Perugia,Perugia,43,6,49,12,23,23,F,2761
2013,5401,Perugia,Perugia,43,6,49,12,23,23,M,1830
2013,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,F,117
2013,5403,Perugia Stranieri,Perugia ,43,6,49,12,23,23,M,60
2013,5601,Tuscia,Viterbo,42,25,5,12,6,24,F,669
2013,5601,Tuscia,Viterbo,42,25,5,12,6,24,M,726
2013,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,F,11736
2013,5801,Roma La Sapienza,Roma ,41,54,27,12,29,24,M,7239
2013,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,F,3041
2013,5802,Roma Tor Vergata,Roma ,41,54,27,12,29,24,M,2427
2013,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,F,1081
2013,5803,Roma LUMSA,Roma ,41,54,27,12,29,24,M,436
2013,5805,Roma LUISS,Roma ,41,54,27,12,29,24,F,1212
2013,5805,Roma LUISS,Roma ,41,54,27,12,29,24,M,1027
2013,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,F,150
2013,5806,Roma Foro Italico,Roma ,41,54,27,12,29,24,M,277
2013,5807,Roma Tre,Roma ,41,54,27,12,29,24,F,3540
2013,5807,Roma Tre,Roma ,41,54,27,12,29,24,M,2279
2013,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,F,213
2013,5808,Roma Biomedico,Roma ,41,54,27,12,29,24,M,131
2013,5809,Roma UNINT,Roma ,41,54,27,12,29,24,F,266
2013,5809,Roma UNINT,Roma ,41,54,27,12,29,24,M,103
2013,5810,Roma Marconi,Roma ,41,54,27,12,29,24,F,543
2013,5810,Roma Marconi,Roma ,41,54,27,12,29,24,M,988
2013,5811,Roma UNITELMA,Roma ,41,54,27,12,29,24,F,114
2013,5811,Roma UNITELMA,Roma ,41,54,27,12,29,24,M,137
2013,5812,Roma Europea,Roma ,41,54,27,12,29,24,F,133
2013,5812,Roma Europea,Roma ,41,54,27,12,29,24,M,88
2013,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,F,81
2013,5813,Roma UNINETTUNO,Roma ,41,54,27,12,29,24,M,105
2013,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,F,2
2013,5814,Roma  Mercatorum,Reggio ,43,41,1,11,32,10,M,24
2013,5815,Roma UNICUSANO,Roma ,41,54,27,12,29,24,F,758
2013,5815,Roma UNICUSANO,Roma ,41,54,27,12,29,24,M,1565
2013,5816,Roma San Raffaele,Roma ,41,54,27,12,29,24,F,19
2013,5816,Roma San Raffaele,Roma ,41,54,27,12,29,24,M,43
2013,6001,Cassino,Cassino,41,29,38,13,49,44,F,802
2013,6001,Cassino,Cassino,41,29,38,13,49,44,M,555
2013,6201,Sannio,Benevento ,41,7,55,14,46,40,F,484
2013,6201,Sannio,Benevento ,41,7,55,14,46,40,M,388
2013,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,F,35
2013,6202,Benevento - Giustino Fortunato,Potenza,40,38,20,15,48,12,M,70
2013,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,F,7095
2013,6301,Napoli Federico II,Napoli ,40,51,14,14,15,2,M,5426
2013,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,F,1026
2013,6302,Napoli Parthenope,Napoli ,40,51,14,14,15,2,M,1076
2013,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,F,1315
2013,6303,Napoli L'Orientale,Napoli ,40,51,14,14,15,2,M,319
2013,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,F,1613
2013,6304,Napoli Benincasa,Napoli ,40,51,14,14,15,2,M,246
2013,6306,Napoli Vanvitelli,Napoli ,40,51,14,14,15,2,F,2698
2013,6306,Napoli Vanvitelli,Napoli ,40,51,14,14,15,2,M,1766
2013,6501,Salerno,Salerno,40,40,52,14,45,40,F,2758
2013,6501,Salerno,Salerno,40,40,52,14,45,40,M,1687
2013,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,F,1927
2013,6601,L'Aquila,L'Aquila,42,21,9,13,23,57,M,1491
2013,6701,Teramo,Teramo,42,39,30,13,42,26,F,608
2013,6701,Teramo,Teramo,42,39,30,13,42,26,M,623
2013,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,F,3740
2013,6901,Chieti e Pescara,Chieti ,42,21,7,14,10,5,M,1671
2013,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,F,21
2013,6902,Torrevecchia Teatina - Leonardo da Vinci,Torino ,45,3,58,7,40,56,M,11
2013,7001,Molise,Campobasso,41,33,36,14,39,37,F,755
2013,7001,Molise,Campobasso,41,33,36,14,39,37,M,403
2013,7101,Foggia,Foggia,41,27,54,15,32,42,F,963
2013,7101,Foggia,Foggia,41,27,54,15,32,42,M,520
2013,7201,Bari,Bari,41,7,45,16,52,11,F,5309
2013,7201,Bari,Bari,41,7,45,16,52,11,M,2535
2013,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,F,487
2013,7202,Bari Politecnico,Bari ,41,7,45,16,52,11,M,1024
2013,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,F,81
2013,7203,Casamassima - J.Monnet,Casamassima ,40,57,22,16,55,7,M,172
2013,7501,Salento,Lecce,40,21,10,18,10,27,F,2455
2013,7501,Salento,Lecce,40,21,10,18,10,27,M,1066
2013,7601,Basilicata,Potenza,40,38,20,15,48,12,F,662
2013,7601,Basilicata,Potenza,40,38,20,15,48,12,M,441
2013,7801,Calabria,Rende,39,20,0,16,10,56,F,2914
2013,7801,Calabria,Rende,39,20,0,16,10,56,M,1701
2013,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,F,712
2013,7901,Catanzaro,Catanzaro,38,54,22,16,35,35,M,506
2013,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,F,436
2013,8001,Reggio Calabria,Reggio Calabria,43,41,1,11,32,10,M,473
2013,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,F,92
2013,8003,Reggio Calabria - Dante Alighieri,Reggio Calabria,43,41,1,11,32,10,M,22
2013,8201,Palermo,Palermo,38,7,0,13,21,43,F,5483
2013,8201,Palermo,Palermo,38,7,0,13,21,43,M,3381
2013,8301,Messina,Messina,38,11,36,15,33,14,F,3139
